id,c_claveunidad,nombre,descripcion,nota,fecha_de_inicio_de_vigencia,fecha_de_fin_de_vigencia,simbolo
catalogos_clave_unidad639,E07,Megawatt hora por hora,Unidad de energía acumulado de un millón de vatios durante un período de una hora.,,2017-01-01,,MW·h/h
catalogos_clave_unidad640,E08,Megavatios por hertz,Unidad de energía expresada como el cambio de carga en millones de watts que provocará un desplazamiento de frecuencia de un hertz.,,2017-01-01,,MW/Hz
catalogos_clave_unidad641,E09,Miliamperio hora,Unidad de carga de potencia entregada a razón de una milésima parte de un amperio durante un período de una hora.,,2017-01-01,,mA·h
catalogos_clave_unidad642,E10,Día de grado,Unidad de medida utilizada en la meteorología y la ingeniería para medir la demanda de calentamiento o enfriamiento durante un período determinado de días.,,2017-01-01,,deg da
catalogos_clave_unidad643,E11,Gigacalorie,Una unidad de energía térmica equivalente a mil millones de calorías.,Unidades no recomendadas para su uso por la Oficina Internacional de Pesos y Medidas (BIPM) con sede en Francia.,2017-07-26,,
catalogos_clave_unidad644,E12,Mille,Unidad de recuento de definir el número de cigarrillos en unidades de 1.000.,,2017-01-01,,
catalogos_clave_unidad645,E14,Kilocaloría (tabla internacional),,,2017-01-01,,kcalIT
catalogos_clave_unidad646,E15,Kilocaloría (termoquímica) por hora,,,2017-01-01,,kcalth/h
catalogos_clave_unidad647,E16,Millón de btu (ti) por hora,Unidad de potencia igual a un millón de unidades térmicas británicas por hora.,,2017-01-01,,BtuIT/h
catalogos_clave_unidad648,E17,Pie cúbico por segundo,Unidad de volumen igual a un pie cúbico pasa por un punto dado en un periodo de un segundo.,,2017-01-01,,ft³/s
catalogos_clave_unidad649,E18,Tonelada por hora,Una unidad de peso o masa equivalente a una tonelada métrica por hora.,,2017-01-01,,t/h
catalogos_clave_unidad650,E19,Ping,"Unidad de área equivalente a 3,3 metros cuadrados.",,2017-01-01,,
catalogos_clave_unidad651,E20,Megabit por segundo,Unidad de información igual a 10 ⁶  (1000000) bits (dígitos binarios) por segundo.,,2017-01-01,,Mbit/s
catalogos_clave_unidad652,E21,Shares,Unidad de recuento para definir el número de acciones (proporción: un total o una parte de las partes en que se divide el capital de una entidad comercial).,,2017-01-01,,
catalogos_clave_unidad653,E22,Tue,Unidad de recuento para definir el número de unidades equivalentes a veinte pies (TEU) como una medida de la capacidad de carga en contenedores.,,2017-01-01,,
catalogos_clave_unidad654,E23,Neumático,"Unidad de recuento de definir el número de neumáticos (una cubierta sólida o llena de aire colocado alrededor de una llanta de rueda para formar un contacto suave con la carretera, absorber los golpes y proporcionar tracción).",,2017-01-01,,
catalogos_clave_unidad655,E25,Unidad activa,Unidad de conteo que define el número de unidades activas dentro de una sustancia.,,2017-01-01,,
catalogos_clave_unidad656,E27,Dosis,Unidad de recuento de definir el número de dosis (dosis: una cantidad definida de un medicamento o fármaco).,,2017-01-01,,
catalogos_clave_unidad657,E28,Tonelada seca de aire,"Unidad de masa que define el número de toneladas de un producto, sin tener en cuenta el contenido de agua del producto.",,2017-01-01,,
catalogos_clave_unidad658,E3,remolque,,"Las unidades marcadas como borradas en el catálogo internacional de UNECE, serán retenidas indefinidamente en las listas de códigos. En su caso, estas unidades podrán ser reinstalado a través del proceso de mantenimiento.",2017-07-26,,
catalogos_clave_unidad659,E30,Hebra,"Unidad de recuento de definir el número de hebras (hebra: de largo,, flexible, solo hilo delgado, tiras de fibra, filamento constituyente o múltiplos de la misma, trenzados entre sí).",,2017-01-01,,
catalogos_clave_unidad660,E31,Metro cuadrado por litro,Unidad de recuento de definir el número de metros cuadrados por litro.,,2017-01-01,,m²/l
catalogos_clave_unidad661,E32,Litros por hora,Unidad de recuento de definir el número de litros por hora.,,2017-01-01,,l/h
catalogos_clave_unidad662,E33,Por mil pies,Unidad de recuento de definir el número de pies por mil unidades.,,2017-01-01,,
catalogos_clave_unidad663,E34,Gigabyte,Unidad de información igual a 10⁹ bytes.,,2017-01-01,,Gbyte
catalogos_clave_unidad664,E35,Terabyte,Unidad de información igual a 10¹² bytes.,,2017-01-01,,Tbyte
catalogos_clave_unidad665,E36,Petabyte,Unidad de información igual a 10¹⁵ bytes.,,2017-01-01,,Pbyte
catalogos_clave_unidad666,E37,Pixel,Unidad de recuento de definir el número de píxeles (píxel: elemento de imagen).,,2017-01-01,,
catalogos_clave_unidad667,E38,Megapíxeles,Unidad de recuento igual a 10 $ ⁶ $ (1000000) píxeles (elementos de imagen).,,2017-01-01,,
catalogos_clave_unidad668,E39,Puntos por pulgada,Unidad de información que define el número de puntos por pulgada lineal como una medida de la resolución o nitidez de una imagen gráfica.,,2017-01-01,,dpi
catalogos_clave_unidad669,E4,Kilo bruto,Unidad de masa que define el número total de kilogramos antes de las deducciones.,,2017-01-01,,
catalogos_clave_unidad670,E40,Parte por cien mil,Unidad de proporción igual a 10⁻⁵.,,2017-01-01,,ppht
catalogos_clave_unidad671,E41,Kilogramo-fuerza por milímetro cuadrado,,,2017-01-01,,kgf·m/cm²
catalogos_clave_unidad672,E42,Kilogramo-fuerza por centímetro cuadrado,,,2017-01-01,,kgf/cm²
catalogos_clave_unidad673,E43,Joule por centímetro cuadrado,Una unidad de energía que define el número de julios por centímetro cuadrado.,,2017-01-01,,J/cm²
catalogos_clave_unidad674,E44,Metros kilogramo-fuerza por centímetro cuadrado,Unidad de torsión que define el medidor de par kilogramo-fuerza por centímetro cuadrado.,,2017-01-01,,kgf·m/cm²
catalogos_clave_unidad675,E45,MiliOhm,,,2017-01-01,,mΩ
catalogos_clave_unidad676,E46,Kilovatio hora por metro cúbico,Unidad de consumo de energía expresada como kilovatio hora por metro cúbico.,,2017-01-01,,kW·h/m³
catalogos_clave_unidad677,E47,Kilovatio hora por kelvin,Unidad de consumo de energía expresada como kilovatio hora por kelvin.,,2017-01-01,,kW·h/K
catalogos_clave_unidad678,E48,Unidad de servicio,Unidad de conteo que define el número de unidades de servicio (unidad de servicio: definido período / propiedad / centro / utilidad de alimentación).,,2017-01-01,,
catalogos_clave_unidad679,E49,Día de trabajo,Unidad de recuento de definir el número de días de trabajo (jornada de trabajo: un día en el que se lleva a cabo normalmente un trabajo).,,2017-01-01,,
catalogos_clave_unidad680,E5,Tonelada métrica larga,Utilice ton (UK) o tonelada larga (US) (código común LTN),"Las unidades marcadas como borradas en el catálogo internacional de UNECE, serán retenidas indefinidamente en las listas de códigos. En su caso, estas unidades podrán ser reinstalado a través del proceso de mantenimiento.",2017-07-26,,
catalogos_clave_unidad681,E50,Unidad de cuenta,Unidad de recuento de definir el número de unidades de contabilidad.,,2017-01-01,,
catalogos_clave_unidad682,E51,Trabajo,Unidad de recuento de definir el número de puestos de trabajo.,,2017-01-01,,
catalogos_clave_unidad683,E52,Run foot,Unidad de conteo para definir la distancia (en la unidad Pie) que se dan en una carrera).,,2017-01-01,,
catalogos_clave_unidad684,E53,Prueba,Unidad de recuento de definir el número de pruebas.,,2017-01-01,,
catalogos_clave_unidad685,E54,Viaje,Unidad de recuento de definir el número de viajes.,,2017-01-01,,
catalogos_clave_unidad686,E55,Utilizar,Unidad de recuento de definir el número de veces que se utiliza un objeto.,,2017-01-01,,
catalogos_clave_unidad687,E56,Bien,Unidad de recuento para definir el número de pozos.,,2017-01-01,,
catalogos_clave_unidad688,E57,Zona,Unidad de conteo que define el número de zonas.,,2017-01-01,,
catalogos_clave_unidad689,E58,Exabit por segundo,Unidad de información igual a 10¹⁸ bits (dígitos binarios) por segundo.,,2017-01-01,,Ebit/s
catalogos_clave_unidad690,E59,Exbibyte,Unidad de información igual a 2⁶⁰ bytes.,,2017-01-01,,Eibyte
catalogos_clave_unidad691,E60,Pebibyte,Unidad de información igual a 2⁵⁰ bytes.,,2017-01-01,,Pibyte
catalogos_clave_unidad692,E61,Tebibyte,Unidad de información igual a 2⁴⁰ bytes.,,2017-01-01,,Tibyte
catalogos_clave_unidad693,E62,Gibibyte,Unidad de información igual a 2³⁰ bytes.,,2017-01-01,,Gibyte
catalogos_clave_unidad694,E63,Mebibyte,Unidad de información igual a 2²⁰ bytes.,,2017-01-01,,Mibyte
catalogos_clave_unidad695,E64,Kibibyte,Unidad de información igual a 2¹⁰ bytes.,,2017-01-01,,Kibyte
catalogos_clave_unidad696,E65,Exbibit por metro,Unidad de información igual a 2⁶⁰ bits (dígitos binarios) por metro.,,2017-01-01,,Eibit/m
catalogos_clave_unidad697,E66,Exbibit por metro cuadrado,Unidad de información igual a 2⁶⁰ bits (dígitos binarios) por metro cuadrado.,,2017-01-01,,Eibit/m²
catalogos_clave_unidad698,E67,Exbibit por metro cúbico,Unidad de información igual a 2⁶⁰ bits (dígitos binarios) por metro cúbico.,,2017-01-01,,Eibit/m³
catalogos_clave_unidad699,E68,Gigabyte por segundo,Unidad de información igual a 10⁹ bytes por segundo.,,2017-01-01,,Gbyte/s
catalogos_clave_unidad700,E69,Gibibit por metro,Unidad de información igual a 2³⁰ bits (dígitos binarios) por metro.,,2017-01-01,,Gibit/m
catalogos_clave_unidad701,E70,Gibibit por metro cuadrado,Unidad de información igual a 2³⁰ bits (dígitos binarios) por metro cuadrado.,,2017-01-01,,Gibit/m²
catalogos_clave_unidad702,E71,Gibibit por metro cúbico,Unidad de información igual a 2³⁰ bits (dígitos binarios) por metro cúbico.,,2017-01-01,,Gibit/m³
catalogos_clave_unidad703,E72,Kibibit por metro,Unidad de información igual a 2¹⁰ bits (dígitos binarios) por metro.,,2017-01-01,,Kibit/m
catalogos_clave_unidad704,E73,Kibibit por metro cuadrado,Unidad de información igual a 2¹⁰ bits (dígitos binarios) por metro cuadrado.,,2017-01-01,,Kibit/m²
catalogos_clave_unidad705,E74,Kikibit por metro cúbico., Unidad de información igual a 2¹⁰ bits (dígitos binarios) por metro cúbico.,,2017-01-01,,Kibit/m³
catalogos_clave_unidad706,E75,Mebbit por metro., Unidad de información igual a 2²⁰ bits (dígitos binarios) por metro.,,2017-01-01,,Mibit/m
catalogos_clave_unidad707,E76,Mebbitt por metro cuadrado., Unidad de información igual a 2²⁰ bits (dígitos binarios) por metro cuadrado.,,2017-01-01,,Mibit/m²
catalogos_clave_unidad708,E77,Mebbit por metro cúbico. , Unidad de información igual a 2²⁰ bits (dígitos binarios) por metro cúbico.,,2017-01-01,,Mibit/m³
catalogos_clave_unidad709,E78,Petabit, Unidad de información igual a 10¹⁵ los bits (dígitos binarios).,,2017-01-01,,Pbit
catalogos_clave_unidad710,E79,Pebibit por segundo., Unidad de información igual a 10¹⁵ bits (dígitos binarios) por segundo.,,2017-01-01,,Pbit/s
catalogos_clave_unidad711,E80,Pebibit por metro.,Unidad de información igual a 2⁵⁰ bits (dígitos binarios) por metro.,,2017-01-01,,Pibit/m
catalogos_clave_unidad712,E81,Pebibit por metro cuadrado., Unidad de información igual a 2⁵⁰ bits (dígitos binarios) por metro cuadrado.,,2017-01-01,,Pibit/m²
catalogos_clave_unidad713,E82,Pebibit por metro cúbico., Unidad de información igual a 2⁵⁰ bits (dígitos binarios) por metro cúbico.,,2017-01-01,,Pibit/m³
catalogos_clave_unidad714,E83,Tebibit., Unidad de información igual a 10¹² los bits (dígitos binarios).,,2017-01-01,,Tbit
catalogos_clave_unidad715,E84,Tebibit por segundo, Unidad de información igual a 10¹² bits (dígitos binarios) por segundo.,,2017-01-01,,Tbit/s
catalogos_clave_unidad716,E85,Tebibit por metro., Unidad de información igual a 2⁴⁰ bits (dígitos binarios) por metro.,,2017-01-01,,Tibit/m
catalogos_clave_unidad717,E86,Tebibit por metro cúbico., Unidad de información igual a 2⁴⁰ bits (dígitos binarios) por metro cúbico.,,2017-01-01,,Tibit/m³
catalogos_clave_unidad718,E87,Tebibit por metro cuadrado, Unidad de información igual a 2⁴⁰ bits (dígitos binarios) por metro cuadrado.,,2017-01-01,,Tibit/m²
catalogos_clave_unidad719,E88,Bit por metro,Unidad de información igual a 1 bit (dígito binario) por metro.,,2017-01-01,,bit/m
catalogos_clave_unidad720,E89,Bit por metro cuadrado, Unidad de información igual a 1 bit (dígito binario) por metro cuadrado.,,2017-01-01,,bit/m²
catalogos_clave_unidad721,E90,Centímetro recíproco,,,2017-01-01,,cm⁻¹
catalogos_clave_unidad722,E91,Día recíproco,,,2017-01-01,,d⁻¹
catalogos_clave_unidad723,E92,Decímetro cúbico por hora,,,2017-01-01,,dm³/h
catalogos_clave_unidad724,E93,Kilogramo por hora,,,2017-01-01,,kg/h
catalogos_clave_unidad725,E94,KiloMol por segundo,,,2017-01-01,,kmol/s
catalogos_clave_unidad726,E95,Mol por segundo,,,2017-01-01,,mol/s
catalogos_clave_unidad727,E96,Grado por segundo,,,2017-01-01,,°/s
catalogos_clave_unidad728,E97,Mililitro por gadro celsius metro,,,2017-01-01,,mm/(°C·m)
catalogos_clave_unidad729,E98,Grado celsius por kelvin,,,2017-01-01,,°C/K
catalogos_clave_unidad730,E99,Hectopascal por bar,,,2017-01-01,,hPa/bar
catalogos_clave_unidad731,EA,Elemento,Unidad de conteo que define el número de elementos considerados como unidades separadas.,,2017-01-01,,
catalogos_clave_unidad732,EB,Casilla de correo electrónico,Es el destino al que correo electrónico se entregan los mensajes. Es el equivalente de un buzón en el sistema postal.,,2017-01-01,,
catalogos_clave_unidad733,EP,Paquete de once,,"Las unidades marcadas como borradas en el catálogo internacional de UNECE, serán retenidas indefinidamente en las listas de códigos. En su caso, estas unidades podrán ser reinstalado a través del proceso de mantenimiento.",2017-07-26,,
catalogos_clave_unidad734,EQ,Galón equivalente,Unidad de volumen que define el número de galones de producto producido a partir de concentrado.,,2017-01-01,,
catalogos_clave_unidad735,F01,Bit por metro cúbico,Unidad de información igual a 1 bit (dígito binario) por metro cúbico.,,2017-01-01,,bit/m³
catalogos_clave_unidad736,F02,Kelvin por kelvin,,,2017-01-01,,K/K
catalogos_clave_unidad737,F03,Kilopascal por bar,,,2017-01-01,,kPa/bar
catalogos_clave_unidad738,F04,Milibar por bar,,,2017-01-01,,mbar/bar
catalogos_clave_unidad739,F05,Megapascal por bar,,,2017-01-01,,MPa/bar
catalogos_clave_unidad740,F06,Poise por bar,,,2017-01-01,,P/bar
catalogos_clave_unidad741,F07,Pascal por bar,,,2017-01-01,,Pa/bar
catalogos_clave_unidad742,F08,Miliamperio por pulgada,,,2017-01-01,,mA/in
catalogos_clave_unidad743,F1,Mil pies cúbicos por día,,"Las unidades marcadas como borradas en el catálogo internacional de UNECE, serán retenidas indefinidamente en las listas de códigos. En su caso, estas unidades podrán ser reinstalado a través del proceso de mantenimiento.",2017-07-26,,
catalogos_clave_unidad744,F10,Kelvin por hora,,,2017-01-01,,K/h
catalogos_clave_unidad745,F11,Kelvin por minuto,,,2017-01-01,,K/min
catalogos_clave_unidad746,F12,Kelvin por segundo,,,2017-01-01,,K/s
catalogos_clave_unidad747,F13,Slug,Una unidad de masa. Un slug es la masa acelerada a 1 pie por segundo por segundo por una fuerza de 1 libra.,,2017-01-01,,slug
catalogos_clave_unidad748,F14,Gramo por kelvin,,,2017-01-01,,g/K
catalogos_clave_unidad749,F15,Kilogramo por kelvin,,,2017-01-01,,kg/K
catalogos_clave_unidad750,F16,Miligramo por kelvin,,,2017-01-01,,mg/K
catalogos_clave_unidad751,F17,Libra fuerza por pie,,,2017-01-01,,lbf/ft
catalogos_clave_unidad752,F18,Kilogramo centímetro cuadrado,,,2017-01-01,,kg·cm²
catalogos_clave_unidad753,F19,Kilogramo milimetro cuadrado,,,2017-01-01,,kg·mm²
catalogos_clave_unidad754,F20,Libra pulgada cuadrada,,,2017-01-01,,lb·in²
catalogos_clave_unidad755,F21,Libra fuerza pulgada,,,2017-01-01,,lbf·in
catalogos_clave_unidad756,F22,Libra fuerza por pie entre amperio,,,2017-01-01,,lbf·ft/A
catalogos_clave_unidad757,F23,Gramo por decímetro cúbico,,,2017-01-01,,g/dm³
catalogos_clave_unidad758,F24,Kilogramo por kiloMol,,,2017-01-01,,kg/kmol
catalogos_clave_unidad759,F25,Gramo por hertz,,,2017-01-01,,g/Hz
catalogos_clave_unidad760,F26,Gramo por día,,,2017-01-01,,g/d
catalogos_clave_unidad761,F27,Gramo por hora,,,2017-01-01,,g/h
catalogos_clave_unidad762,F28,Gramo por minuto,,,2017-01-01,,g/min
catalogos_clave_unidad763,F29,Gramo por segundo,,,2017-01-01,,g/s
